species,sample_1,sample_2
Faecalibacterium_prausnitzii_57453,SRR18585254,SRR18585261
Faecalibacterium_prausnitzii_57453,SRR18585256,SRR18585258
Faecalibacterium_prausnitzii_57453,SRR18585256,SRR18585257
Faecalibacterium_prausnitzii_57453,SRR18585256,SRR18585259
Faecalibacterium_prausnitzii_57453,SRR18585256,SRR18585260
Faecalibacterium_prausnitzii_57453,SRR18585256,SRR18585261
Faecalibacterium_prausnitzii_57453,SRR18585258,SRR18585257
Faecalibacterium_prausnitzii_57453,SRR18585258,SRR18585259
Faecalibacterium_prausnitzii_57453,SRR18585258,SRR18585260
Faecalibacterium_prausnitzii_57453,SRR18585258,SRR18585261
Faecalibacterium_prausnitzii_57453,SRR18585257,SRR18585259
Faecalibacterium_prausnitzii_57453,SRR18585257,SRR18585260
Faecalibacterium_prausnitzii_57453,SRR18585257,SRR18585261
Faecalibacterium_prausnitzii_57453,SRR18585259,SRR18585260
Faecalibacterium_prausnitzii_57453,SRR18585259,SRR18585261
Faecalibacterium_prausnitzii_57453,SRR18585260,SRR18585261
Faecalibacterium_prausnitzii_57453,SRR18585272,SRR18585273
Faecalibacterium_prausnitzii_61481,SRR18584974,SRR18584976
Faecalibacterium_prausnitzii_61481,SRR18584974,SRR18584975
Faecalibacterium_prausnitzii_61481,SRR18584976,SRR18584975
Faecalibacterium_prausnitzii_61481,SRR18585044,SRR18585045
Faecalibacterium_prausnitzii_61481,SRR18585044,SRR18585046
Faecalibacterium_prausnitzii_61481,SRR18585044,SRR18585048
Faecalibacterium_prausnitzii_61481,SRR18585045,SRR18585046
Faecalibacterium_prausnitzii_61481,SRR18585045,SRR18585048
Faecalibacterium_prausnitzii_61481,SRR18585046,SRR18585048
Faecalibacterium_prausnitzii_61481,SRR18585214,SRR18585215
Faecalibacterium_prausnitzii_62201,SRR18585078,SRR18585079
Faecalibacterium_prausnitzii_62201,SRR18585078,SRR18585139
Faecalibacterium_prausnitzii_62201,SRR18585079,SRR18585139
Faecalibacterium_prausnitzii_62201,SRR18585104,SRR18585260
Faecalibacterium_prausnitzii_62201,SRR18585104,SRR18585261
Faecalibacterium_prausnitzii_62201,SRR18585116,SRR18585117
Faecalibacterium_prausnitzii_62201,SRR18585116,SRR18585118
Faecalibacterium_prausnitzii_62201,SRR18585116,SRR18585120
Faecalibacterium_prausnitzii_62201,SRR18585116,SRR18585123
Faecalibacterium_prausnitzii_62201,SRR18585117,SRR18585118
Faecalibacterium_prausnitzii_62201,SRR18585117,SRR18585120
Faecalibacterium_prausnitzii_62201,SRR18585117,SRR18585123
Faecalibacterium_prausnitzii_62201,SRR18585118,SRR18585120
Faecalibacterium_prausnitzii_62201,SRR18585118,SRR18585123
Faecalibacterium_prausnitzii_62201,SRR18585120,SRR18585123
Faecalibacterium_prausnitzii_62201,SRR18585214,SRR18585215
Faecalibacterium_prausnitzii_62201,SRR18585260,SRR18585261
Guyana_massiliensis_60772,SRR18585072,SRR18585075
Guyana_massiliensis_60772,SRR18585078,SRR18585128
Guyana_massiliensis_60772,SRR18585078,SRR18585131
Guyana_massiliensis_60772,SRR18585078,SRR18585136
Guyana_massiliensis_60772,SRR18585078,SRR18585137
Guyana_massiliensis_60772,SRR18585078,SRR18585138
Guyana_massiliensis_60772,SRR18585078,SRR18585139
Guyana_massiliensis_60772,SRR18585078,SRR18585140
Guyana_massiliensis_60772,SRR18585078,SRR18585142
Guyana_massiliensis_60772,SRR18585078,SRR18585143
Guyana_massiliensis_60772,SRR18585128,SRR18585131
Guyana_massiliensis_60772,SRR18585128,SRR18585136
Guyana_massiliensis_60772,SRR18585128,SRR18585137
Guyana_massiliensis_60772,SRR18585128,SRR18585138
Guyana_massiliensis_60772,SRR18585128,SRR18585139
Guyana_massiliensis_60772,SRR18585128,SRR18585140
Guyana_massiliensis_60772,SRR18585128,SRR18585142
Guyana_massiliensis_60772,SRR18585128,SRR18585143
Guyana_massiliensis_60772,SRR18585131,SRR18585136
Guyana_massiliensis_60772,SRR18585131,SRR18585137
Guyana_massiliensis_60772,SRR18585131,SRR18585138
Guyana_massiliensis_60772,SRR18585131,SRR18585139
Guyana_massiliensis_60772,SRR18585131,SRR18585140
Guyana_massiliensis_60772,SRR18585131,SRR18585142
Guyana_massiliensis_60772,SRR18585131,SRR18585143
Guyana_massiliensis_60772,SRR18585136,SRR18585137
Guyana_massiliensis_60772,SRR18585136,SRR18585138
Guyana_massiliensis_60772,SRR18585136,SRR18585139
Guyana_massiliensis_60772,SRR18585136,SRR18585140
Guyana_massiliensis_60772,SRR18585136,SRR18585142
Guyana_massiliensis_60772,SRR18585136,SRR18585143
Guyana_massiliensis_60772,SRR18585137,SRR18585138
Guyana_massiliensis_60772,SRR18585137,SRR18585139
Guyana_massiliensis_60772,SRR18585137,SRR18585140
Guyana_massiliensis_60772,SRR18585137,SRR18585142
Guyana_massiliensis_60772,SRR18585137,SRR18585143
Guyana_massiliensis_60772,SRR18585138,SRR18585139
Guyana_massiliensis_60772,SRR18585138,SRR18585140
Guyana_massiliensis_60772,SRR18585138,SRR18585142
Guyana_massiliensis_60772,SRR18585138,SRR18585143
Guyana_massiliensis_60772,SRR18585139,SRR18585140
Guyana_massiliensis_60772,SRR18585139,SRR18585142
Guyana_massiliensis_60772,SRR18585139,SRR18585143
Guyana_massiliensis_60772,SRR18585140,SRR18585142
Guyana_massiliensis_60772,SRR18585140,SRR18585143
Guyana_massiliensis_60772,SRR18585142,SRR18585143
Guyana_massiliensis_60772,SRR18585147,SRR18585229
Haemophilus_pittmaniae_58383,SRR18585019,SRR18585020
Haemophilus_pittmaniae_58383,SRR18585019,SRR18585026
Haemophilus_pittmaniae_58383,SRR18585020,SRR18585026
Klebsiella_pneumoniae_54688,SRR18584988,SRR18584990
Klebsiella_pneumoniae_54688,SRR18584988,SRR18584994
Klebsiella_pneumoniae_54688,SRR18584990,SRR18584994
Lactobacillus_ruminis_57020,SRR18585016,SRR18585081
Lactobacillus_ruminis_57020,SRR18585016,SRR18585091
Lactobacillus_ruminis_57020,SRR18585016,SRR18585095
Lactobacillus_ruminis_57020,SRR18585016,SRR18585098
Lactobacillus_ruminis_57020,SRR18585016,SRR18585130
Lactobacillus_ruminis_57020,SRR18585016,SRR18585244
Lactobacillus_ruminis_57020,SRR18585081,SRR18585091
Lactobacillus_ruminis_57020,SRR18585081,SRR18585095
Lactobacillus_ruminis_57020,SRR18585081,SRR18585098
Lactobacillus_ruminis_57020,SRR18585081,SRR18585130
Lactobacillus_ruminis_57020,SRR18585081,SRR18585244
Lactobacillus_ruminis_57020,SRR18585091,SRR18585095
Lactobacillus_ruminis_57020,SRR18585091,SRR18585098
Lactobacillus_ruminis_57020,SRR18585091,SRR18585130
Lactobacillus_ruminis_57020,SRR18585091,SRR18585244
Lactobacillus_ruminis_57020,SRR18585095,SRR18585098
Lactobacillus_ruminis_57020,SRR18585095,SRR18585130
Lactobacillus_ruminis_57020,SRR18585095,SRR18585244
Lactobacillus_ruminis_57020,SRR18585098,SRR18585130
Lactobacillus_ruminis_57020,SRR18585098,SRR18585244
Lactobacillus_ruminis_57020,SRR18585112,SRR18585115
Lactobacillus_ruminis_57020,SRR18585130,SRR18585244
Megasphaera_sp_50408,SRR18585009,SRR18585011
Megasphaera_sp_50408,SRR18585205,SRR18585208
Megasphaera_sp_50408,SRR18585205,SRR18585211
Megasphaera_sp_50408,SRR18585208,SRR18585211
Oscillibacter_sp_60799,SRR18584972,SRR18584974
Oscillibacter_sp_60799,SRR18584972,SRR18584976
Oscillibacter_sp_60799,SRR18584972,SRR18585273
Oscillibacter_sp_60799,SRR18584974,SRR18584976
Oscillibacter_sp_60799,SRR18584974,SRR18585273
Oscillibacter_sp_60799,SRR18584976,SRR18585273
Oscillibacter_sp_60799,SRR18585044,SRR18585047
Oscillibacter_sp_60799,SRR18585044,SRR18585048
Oscillibacter_sp_60799,SRR18585047,SRR18585048
Oscillibacter_sp_60799,SRR18585104,SRR18585256
Oscillibacter_sp_60799,SRR18585104,SRR18585257
Oscillibacter_sp_60799,SRR18585104,SRR18585259
Oscillibacter_sp_60799,SRR18585117,SRR18585118
Oscillibacter_sp_60799,SRR18585117,SRR18585120
Oscillibacter_sp_60799,SRR18585118,SRR18585120
Oscillibacter_sp_60799,SRR18585256,SRR18585257
Oscillibacter_sp_60799,SRR18585256,SRR18585259
Oscillibacter_sp_60799,SRR18585257,SRR18585259
Parabacteroides_distasonis_56985,SRR18584973,SRR18585003
Parabacteroides_distasonis_56985,SRR18584973,SRR18585027
Parabacteroides_distasonis_56985,SRR18584973,SRR18585041
Parabacteroides_distasonis_56985,SRR18584973,SRR18585053
Parabacteroides_distasonis_56985,SRR18584973,SRR18585084
Parabacteroides_distasonis_56985,SRR18584973,SRR18585086
Parabacteroides_distasonis_56985,SRR18584973,SRR18585088
Parabacteroides_distasonis_56985,SRR18584973,SRR18585090
Parabacteroides_distasonis_56985,SRR18584973,SRR18585095
Parabacteroides_distasonis_56985,SRR18584973,SRR18585099
Parabacteroides_distasonis_56985,SRR18584973,SRR18585119
Parabacteroides_distasonis_56985,SRR18584973,SRR18585141
Parabacteroides_distasonis_56985,SRR18584973,SRR18585162
Parabacteroides_distasonis_56985,SRR18584973,SRR18585198
Parabacteroides_distasonis_56985,SRR18584973,SRR18585217
Parabacteroides_distasonis_56985,SRR18584973,SRR18585264
Parabacteroides_distasonis_56985,SRR18585003,SRR18585027
Parabacteroides_distasonis_56985,SRR18585003,SRR18585041
Parabacteroides_distasonis_56985,SRR18585003,SRR18585053
Parabacteroides_distasonis_56985,SRR18585003,SRR18585084
Parabacteroides_distasonis_56985,SRR18585003,SRR18585086
Parabacteroides_distasonis_56985,SRR18585003,SRR18585088
Parabacteroides_distasonis_56985,SRR18585003,SRR18585090
Parabacteroides_distasonis_56985,SRR18585003,SRR18585095
Parabacteroides_distasonis_56985,SRR18585003,SRR18585099
Parabacteroides_distasonis_56985,SRR18585003,SRR18585119
Parabacteroides_distasonis_56985,SRR18585003,SRR18585141
Parabacteroides_distasonis_56985,SRR18585003,SRR18585162
Parabacteroides_distasonis_56985,SRR18585003,SRR18585198
Parabacteroides_distasonis_56985,SRR18585003,SRR18585217
Parabacteroides_distasonis_56985,SRR18585003,SRR18585264
Parabacteroides_distasonis_56985,SRR18585027,SRR18585041
Parabacteroides_distasonis_56985,SRR18585027,SRR18585053
Parabacteroides_distasonis_56985,SRR18585027,SRR18585084
Parabacteroides_distasonis_56985,SRR18585027,SRR18585086
Parabacteroides_distasonis_56985,SRR18585027,SRR18585088
Parabacteroides_distasonis_56985,SRR18585027,SRR18585090
Parabacteroides_distasonis_56985,SRR18585027,SRR18585095
Parabacteroides_distasonis_56985,SRR18585027,SRR18585099
Parabacteroides_distasonis_56985,SRR18585027,SRR18585119
Parabacteroides_distasonis_56985,SRR18585027,SRR18585141
Parabacteroides_distasonis_56985,SRR18585027,SRR18585162
Parabacteroides_distasonis_56985,SRR18585027,SRR18585198
Parabacteroides_distasonis_56985,SRR18585027,SRR18585217
Parabacteroides_distasonis_56985,SRR18585027,SRR18585264
Parabacteroides_distasonis_56985,SRR18585037,SRR18585185
Parabacteroides_distasonis_56985,SRR18585037,SRR18585186
Parabacteroides_distasonis_56985,SRR18585037,SRR18585188
Parabacteroides_distasonis_56985,SRR18585037,SRR18585189
Parabacteroides_distasonis_56985,SRR18585037,SRR18585190
Parabacteroides_distasonis_56985,SRR18585037,SRR18585193
Parabacteroides_distasonis_56985,SRR18585037,SRR18585194
Parabacteroides_distasonis_56985,SRR18585041,SRR18585053
Parabacteroides_distasonis_56985,SRR18585041,SRR18585084
Parabacteroides_distasonis_56985,SRR18585041,SRR18585086
Parabacteroides_distasonis_56985,SRR18585041,SRR18585088
Parabacteroides_distasonis_56985,SRR18585041,SRR18585090
Parabacteroides_distasonis_56985,SRR18585041,SRR18585095
Parabacteroides_distasonis_56985,SRR18585041,SRR18585099
Parabacteroides_distasonis_56985,SRR18585041,SRR18585119
Parabacteroides_distasonis_56985,SRR18585041,SRR18585141
Parabacteroides_distasonis_56985,SRR18585041,SRR18585162
Parabacteroides_distasonis_56985,SRR18585041,SRR18585198
Parabacteroides_distasonis_56985,SRR18585041,SRR18585217
Parabacteroides_distasonis_56985,SRR18585041,SRR18585264
Parabacteroides_distasonis_56985,SRR18585053,SRR18585084
Parabacteroides_distasonis_56985,SRR18585053,SRR18585086
Parabacteroides_distasonis_56985,SRR18585053,SRR18585088
Parabacteroides_distasonis_56985,SRR18585053,SRR18585090
Parabacteroides_distasonis_56985,SRR18585053,SRR18585095
Parabacteroides_distasonis_56985,SRR18585053,SRR18585099
Parabacteroides_distasonis_56985,SRR18585053,SRR18585119
Parabacteroides_distasonis_56985,SRR18585053,SRR18585141
Parabacteroides_distasonis_56985,SRR18585053,SRR18585162
Parabacteroides_distasonis_56985,SRR18585053,SRR18585198
Parabacteroides_distasonis_56985,SRR18585053,SRR18585217
Parabacteroides_distasonis_56985,SRR18585053,SRR18585264
Parabacteroides_distasonis_56985,SRR18585057,SRR18585058
Parabacteroides_distasonis_56985,SRR18585084,SRR18585086
Parabacteroides_distasonis_56985,SRR18585084,SRR18585088
Parabacteroides_distasonis_56985,SRR18585084,SRR18585090
Parabacteroides_distasonis_56985,SRR18585084,SRR18585095
Parabacteroides_distasonis_56985,SRR18585084,SRR18585099
Parabacteroides_distasonis_56985,SRR18585084,SRR18585119
Parabacteroides_distasonis_56985,SRR18585084,SRR18585141
Parabacteroides_distasonis_56985,SRR18585084,SRR18585162
Parabacteroides_distasonis_56985,SRR18585084,SRR18585198
Parabacteroides_distasonis_56985,SRR18585084,SRR18585217
Parabacteroides_distasonis_56985,SRR18585084,SRR18585264
Parabacteroides_distasonis_56985,SRR18585086,SRR18585088
Parabacteroides_distasonis_56985,SRR18585086,SRR18585090
Parabacteroides_distasonis_56985,SRR18585086,SRR18585095
Parabacteroides_distasonis_56985,SRR18585086,SRR18585099
Parabacteroides_distasonis_56985,SRR18585086,SRR18585119
Parabacteroides_distasonis_56985,SRR18585086,SRR18585141
Parabacteroides_distasonis_56985,SRR18585086,SRR18585162
Parabacteroides_distasonis_56985,SRR18585086,SRR18585198
Parabacteroides_distasonis_56985,SRR18585086,SRR18585217
Parabacteroides_distasonis_56985,SRR18585086,SRR18585264
Parabacteroides_distasonis_56985,SRR18585088,SRR18585090
Parabacteroides_distasonis_56985,SRR18585088,SRR18585095
Parabacteroides_distasonis_56985,SRR18585088,SRR18585099
Parabacteroides_distasonis_56985,SRR18585088,SRR18585119
Parabacteroides_distasonis_56985,SRR18585088,SRR18585141
Parabacteroides_distasonis_56985,SRR18585088,SRR18585162
Parabacteroides_distasonis_56985,SRR18585088,SRR18585198
Parabacteroides_distasonis_56985,SRR18585088,SRR18585217
Parabacteroides_distasonis_56985,SRR18585088,SRR18585264
Parabacteroides_distasonis_56985,SRR18585090,SRR18585095
Parabacteroides_distasonis_56985,SRR18585090,SRR18585099
Parabacteroides_distasonis_56985,SRR18585090,SRR18585119
Parabacteroides_distasonis_56985,SRR18585090,SRR18585141
Parabacteroides_distasonis_56985,SRR18585090,SRR18585162
Parabacteroides_distasonis_56985,SRR18585090,SRR18585198
Parabacteroides_distasonis_56985,SRR18585090,SRR18585217
Parabacteroides_distasonis_56985,SRR18585090,SRR18585264
Parabacteroides_distasonis_56985,SRR18585095,SRR18585099
Parabacteroides_distasonis_56985,SRR18585095,SRR18585119
Parabacteroides_distasonis_56985,SRR18585095,SRR18585141
Parabacteroides_distasonis_56985,SRR18585095,SRR18585162
Parabacteroides_distasonis_56985,SRR18585095,SRR18585198
Parabacteroides_distasonis_56985,SRR18585095,SRR18585217
Parabacteroides_distasonis_56985,SRR18585095,SRR18585264
Parabacteroides_distasonis_56985,SRR18585099,SRR18585119
Parabacteroides_distasonis_56985,SRR18585099,SRR18585141
Parabacteroides_distasonis_56985,SRR18585099,SRR18585162
Parabacteroides_distasonis_56985,SRR18585099,SRR18585198
Parabacteroides_distasonis_56985,SRR18585099,SRR18585217
Parabacteroides_distasonis_56985,SRR18585099,SRR18585264
Parabacteroides_distasonis_56985,SRR18585119,SRR18585141
Parabacteroides_distasonis_56985,SRR18585119,SRR18585162
Parabacteroides_distasonis_56985,SRR18585119,SRR18585198
Parabacteroides_distasonis_56985,SRR18585119,SRR18585217
Parabacteroides_distasonis_56985,SRR18585119,SRR18585264
Parabacteroides_distasonis_56985,SRR18585132,SRR18585136
Parabacteroides_distasonis_56985,SRR18585132,SRR18585139
Parabacteroides_distasonis_56985,SRR18585136,SRR18585139
Parabacteroides_distasonis_56985,SRR18585141,SRR18585162
Parabacteroides_distasonis_56985,SRR18585141,SRR18585198
Parabacteroides_distasonis_56985,SRR18585141,SRR18585217
Parabacteroides_distasonis_56985,SRR18585141,SRR18585264
Parabacteroides_distasonis_56985,SRR18585162,SRR18585198
Parabacteroides_distasonis_56985,SRR18585162,SRR18585217
Parabacteroides_distasonis_56985,SRR18585162,SRR18585264
Parabacteroides_distasonis_56985,SRR18585185,SRR18585186
Parabacteroides_distasonis_56985,SRR18585185,SRR18585188
Parabacteroides_distasonis_56985,SRR18585185,SRR18585189
Parabacteroides_distasonis_56985,SRR18585185,SRR18585190
Parabacteroides_distasonis_56985,SRR18585185,SRR18585193
Parabacteroides_distasonis_56985,SRR18585185,SRR18585194
Parabacteroides_distasonis_56985,SRR18585186,SRR18585188
Parabacteroides_distasonis_56985,SRR18585186,SRR18585189
Parabacteroides_distasonis_56985,SRR18585186,SRR18585190
Parabacteroides_distasonis_56985,SRR18585186,SRR18585193
Parabacteroides_distasonis_56985,SRR18585186,SRR18585194
Parabacteroides_distasonis_56985,SRR18585188,SRR18585189
Parabacteroides_distasonis_56985,SRR18585188,SRR18585190
Parabacteroides_distasonis_56985,SRR18585188,SRR18585193
Parabacteroides_distasonis_56985,SRR18585188,SRR18585194
Parabacteroides_distasonis_56985,SRR18585189,SRR18585190
Parabacteroides_distasonis_56985,SRR18585189,SRR18585193
Parabacteroides_distasonis_56985,SRR18585189,SRR18585194
Parabacteroides_distasonis_56985,SRR18585190,SRR18585193
Parabacteroides_distasonis_56985,SRR18585190,SRR18585194
Parabacteroides_distasonis_56985,SRR18585193,SRR18585194
Parabacteroides_distasonis_56985,SRR18585198,SRR18585217
Parabacteroides_distasonis_56985,SRR18585198,SRR18585264
Parabacteroides_distasonis_56985,SRR18585217,SRR18585264
Parabacteroides_johnsonii_55217,SRR18585200,SRR18585205
Parabacteroides_johnsonii_55217,SRR18585200,SRR18585209
Parabacteroides_johnsonii_55217,SRR18585205,SRR18585209
Parabacteroides_merdae_56972,SRR18585132,SRR18585136
Paraprevotella_clara_33712,SRR18584992,SRR18585088
Paraprevotella_clara_33712,SRR18584992,SRR18585095
Paraprevotella_clara_33712,SRR18584992,SRR18585198
Paraprevotella_clara_33712,SRR18585088,SRR18585095
Paraprevotella_clara_33712,SRR18585088,SRR18585198
Paraprevotella_clara_33712,SRR18585095,SRR18585198
Phascolarctobacterium_sp_59817,SRR18585057,SRR18585059
Phascolarctobacterium_sp_59817,SRR18585057,SRR18585215
Phascolarctobacterium_sp_59817,SRR18585057,SRR18585216
Phascolarctobacterium_sp_59817,SRR18585057,SRR18585219
Phascolarctobacterium_sp_59817,SRR18585057,SRR18585221
Phascolarctobacterium_sp_59817,SRR18585059,SRR18585215
Phascolarctobacterium_sp_59817,SRR18585059,SRR18585216
Phascolarctobacterium_sp_59817,SRR18585059,SRR18585219
Phascolarctobacterium_sp_59817,SRR18585059,SRR18585221
Phascolarctobacterium_sp_59817,SRR18585073,SRR18585075
Phascolarctobacterium_sp_59817,SRR18585207,SRR18585210
Phascolarctobacterium_sp_59817,SRR18585215,SRR18585216
Phascolarctobacterium_sp_59817,SRR18585215,SRR18585219
Phascolarctobacterium_sp_59817,SRR18585215,SRR18585221
Phascolarctobacterium_sp_59817,SRR18585216,SRR18585219
Phascolarctobacterium_sp_59817,SRR18585216,SRR18585221
Phascolarctobacterium_sp_59817,SRR18585219,SRR18585221
Prevotella_melaninogenica_58075,SRR18585145,SRR18585146
Prevotella_melaninogenica_58075,SRR18585191,SRR18585192
Prevotella_shahii_59695,SRR18584995,SRR18584996
Roseburia_intestinalis_56239,SRR18585020,SRR18585026
Roseburia_intestinalis_56239,SRR18585020,SRR18585030
Roseburia_intestinalis_56239,SRR18585026,SRR18585030
Roseburia_inulinivorans_61943,SRR18585104,SRR18585111
Roseburia_inulinivorans_61943,SRR18585104,SRR18585256
Roseburia_inulinivorans_61943,SRR18585104,SRR18585261
Roseburia_inulinivorans_61943,SRR18585111,SRR18585256
Roseburia_inulinivorans_61943,SRR18585111,SRR18585261
Roseburia_inulinivorans_61943,SRR18585117,SRR18585118
Roseburia_inulinivorans_61943,SRR18585117,SRR18585120
Roseburia_inulinivorans_61943,SRR18585117,SRR18585122
Roseburia_inulinivorans_61943,SRR18585117,SRR18585123
Roseburia_inulinivorans_61943,SRR18585118,SRR18585120
Roseburia_inulinivorans_61943,SRR18585118,SRR18585122
Roseburia_inulinivorans_61943,SRR18585118,SRR18585123
Roseburia_inulinivorans_61943,SRR18585120,SRR18585122
Roseburia_inulinivorans_61943,SRR18585120,SRR18585123
Roseburia_inulinivorans_61943,SRR18585122,SRR18585123
Roseburia_inulinivorans_61943,SRR18585214,SRR18585215
Roseburia_inulinivorans_61943,SRR18585256,SRR18585261
Ruminococcus_bicirculans_59300,SRR18584998,SRR18584999
Ruminococcus_bicirculans_59300,SRR18584998,SRR18585000
Ruminococcus_bicirculans_59300,SRR18584998,SRR18585001
Ruminococcus_bicirculans_59300,SRR18584999,SRR18585000
Ruminococcus_bicirculans_59300,SRR18584999,SRR18585001
Ruminococcus_bicirculans_59300,SRR18585000,SRR18585001
Ruminococcus_bromii_62047,SRR18584981,SRR18584983
Ruminococcus_bromii_62047,SRR18584981,SRR18584976
Ruminococcus_bromii_62047,SRR18584981,SRR18584975
Ruminococcus_bromii_62047,SRR18584981,SRR18584980
Ruminococcus_bromii_62047,SRR18584981,SRR18585178
Ruminococcus_bromii_62047,SRR18584981,SRR18585181
Ruminococcus_bromii_62047,SRR18584981,SRR18585182
Ruminococcus_bromii_62047,SRR18584981,SRR18585184
Ruminococcus_bromii_62047,SRR18584981,SRR18585273
Ruminococcus_bromii_62047,SRR18584983,SRR18584976
Ruminococcus_bromii_62047,SRR18584983,SRR18584975
Ruminococcus_bromii_62047,SRR18584983,SRR18584980
Ruminococcus_bromii_62047,SRR18584983,SRR18585178
Ruminococcus_bromii_62047,SRR18584983,SRR18585181
Ruminococcus_bromii_62047,SRR18584983,SRR18585182
Ruminococcus_bromii_62047,SRR18584983,SRR18585184
Ruminococcus_bromii_62047,SRR18584983,SRR18585273
Ruminococcus_bromii_62047,SRR18584976,SRR18584975
Ruminococcus_bromii_62047,SRR18584976,SRR18584980
Ruminococcus_bromii_62047,SRR18584976,SRR18585178
Ruminococcus_bromii_62047,SRR18584976,SRR18585181
Ruminococcus_bromii_62047,SRR18584976,SRR18585182
Ruminococcus_bromii_62047,SRR18584976,SRR18585184
Ruminococcus_bromii_62047,SRR18584976,SRR18585273
Ruminococcus_bromii_62047,SRR18584975,SRR18584980
Ruminococcus_bromii_62047,SRR18584975,SRR18585178
Ruminococcus_bromii_62047,SRR18584975,SRR18585181
Ruminococcus_bromii_62047,SRR18584975,SRR18585182
Ruminococcus_bromii_62047,SRR18584975,SRR18585184
Ruminococcus_bromii_62047,SRR18584975,SRR18585273
Ruminococcus_bromii_62047,SRR18584980,SRR18585178
Ruminococcus_bromii_62047,SRR18584980,SRR18585181
Ruminococcus_bromii_62047,SRR18584980,SRR18585182
Ruminococcus_bromii_62047,SRR18584980,SRR18585184
Ruminococcus_bromii_62047,SRR18584980,SRR18585273
Ruminococcus_bromii_62047,SRR18585068,SRR18585075
Ruminococcus_bromii_62047,SRR18585104,SRR18585115
Ruminococcus_bromii_62047,SRR18585104,SRR18585258
Ruminococcus_bromii_62047,SRR18585104,SRR18585257
Ruminococcus_bromii_62047,SRR18585104,SRR18585260
Ruminococcus_bromii_62047,SRR18585115,SRR18585258
Ruminococcus_bromii_62047,SRR18585115,SRR18585257
Ruminococcus_bromii_62047,SRR18585115,SRR18585260
Ruminococcus_bromii_62047,SRR18585116,SRR18585117
Ruminococcus_bromii_62047,SRR18585116,SRR18585118
Ruminococcus_bromii_62047,SRR18585116,SRR18585120
Ruminococcus_bromii_62047,SRR18585116,SRR18585122
Ruminococcus_bromii_62047,SRR18585116,SRR18585123
Ruminococcus_bromii_62047,SRR18585117,SRR18585118
Ruminococcus_bromii_62047,SRR18585117,SRR18585120
Ruminococcus_bromii_62047,SRR18585117,SRR18585122
Ruminococcus_bromii_62047,SRR18585117,SRR18585123
Ruminococcus_bromii_62047,SRR18585118,SRR18585120
Ruminococcus_bromii_62047,SRR18585118,SRR18585122
Ruminococcus_bromii_62047,SRR18585118,SRR18585123
Ruminococcus_bromii_62047,SRR18585120,SRR18585122
Ruminococcus_bromii_62047,SRR18585120,SRR18585123
Ruminococcus_bromii_62047,SRR18585122,SRR18585123
Ruminococcus_bromii_62047,SRR18585165,SRR18585166
Ruminococcus_bromii_62047,SRR18585178,SRR18585181
Ruminococcus_bromii_62047,SRR18585178,SRR18585182
Ruminococcus_bromii_62047,SRR18585178,SRR18585184
Ruminococcus_bromii_62047,SRR18585178,SRR18585273
Ruminococcus_bromii_62047,SRR18585181,SRR18585182
Ruminococcus_bromii_62047,SRR18585181,SRR18585184
Ruminococcus_bromii_62047,SRR18585181,SRR18585273
Ruminococcus_bromii_62047,SRR18585182,SRR18585184
Ruminococcus_bromii_62047,SRR18585182,SRR18585273
Ruminococcus_bromii_62047,SRR18585184,SRR18585273
Ruminococcus_bromii_62047,SRR18585258,SRR18585257
Ruminococcus_bromii_62047,SRR18585258,SRR18585260
Ruminococcus_bromii_62047,SRR18585257,SRR18585260
Ruminococcus_gnavus_57638,SRR18585020,SRR18585021
Ruminococcus_obeum_61472,SRR18585120,SRR18585265
Ruminococcus_sp_55468,SRR18585078,SRR18585133
Ruminococcus_sp_55468,SRR18585078,SRR18585138
Ruminococcus_sp_55468,SRR18585078,SRR18585139
Ruminococcus_sp_55468,SRR18585078,SRR18585140
Ruminococcus_sp_55468,SRR18585078,SRR18585142
Ruminococcus_sp_55468,SRR18585133,SRR18585138
Ruminococcus_sp_55468,SRR18585133,SRR18585139
Ruminococcus_sp_55468,SRR18585133,SRR18585140
Ruminococcus_sp_55468,SRR18585133,SRR18585142
Ruminococcus_sp_55468,SRR18585138,SRR18585139
Ruminococcus_sp_55468,SRR18585138,SRR18585140
Ruminococcus_sp_55468,SRR18585138,SRR18585142
Ruminococcus_sp_55468,SRR18585139,SRR18585140
Ruminococcus_sp_55468,SRR18585139,SRR18585142
Ruminococcus_sp_55468,SRR18585140,SRR18585142
Ruminococcus_torques_62045,SRR18584981,SRR18584983
Ruminococcus_torques_62045,SRR18584981,SRR18584972
Ruminococcus_torques_62045,SRR18584981,SRR18584974
Ruminococcus_torques_62045,SRR18584981,SRR18584980
Ruminococcus_torques_62045,SRR18584981,SRR18585178
Ruminococcus_torques_62045,SRR18584981,SRR18585179
Ruminococcus_torques_62045,SRR18584981,SRR18585181
Ruminococcus_torques_62045,SRR18584981,SRR18585182
Ruminococcus_torques_62045,SRR18584981,SRR18585273
Ruminococcus_torques_62045,SRR18584983,SRR18584972
Ruminococcus_torques_62045,SRR18584983,SRR18584974
Ruminococcus_torques_62045,SRR18584983,SRR18584980
Ruminococcus_torques_62045,SRR18584983,SRR18585178
Ruminococcus_torques_62045,SRR18584983,SRR18585179
Ruminococcus_torques_62045,SRR18584983,SRR18585181
Ruminococcus_torques_62045,SRR18584983,SRR18585182
